momentum_10,momentum_20,sma_20,sma_200,macd,macd_signal,bb_width,atr_14,volume_sma_20,volume_ratio,month_sin,month_cos,weekday_sin,weekday_cos,trend_lag1_Sideways,trend_lag1_Uptrend,trend_lag2_Sideways,trend_lag2_Uptrend,trend_lag3_Sideways,trend_lag3_Uptrend
-0.914830711068097,-1.2519307430828672,1.713145379766181,1.8655687801812928,0.0006426183092677454,0.0007959978471558605,0.10630837249037825,2.2366060527840856,-1.0338634485973874,0.014032835337931582,0.6916677228408696,1.172623229061068,-0.6856719215468196,1.38374212040401,-0.6693312123252718,1.3565663723524692,1.4940286387153192,-0.7365595081101635,-0.6694756132942616,-0.7356662883075465
0.4716610627528069,0.6824985267012454,-0.24234676171756528,-0.29248701016832884,0.0006426183092677454,0.0007959978471558605,-1.265392931146258,-0.6510902330330834,-2.4048848428260055,0.014032835337931582,0.6916677228408696,1.172623229061068,-0.6856719215468196,1.38374212040401,-0.6693312123252718,-0.7371552327851566,-0.6693312123252717,-0.7365595081101635,1.4937063877193981,-0.7356662883075465
0.3978603247166166,1.285137774266384,-0.815426457717654,-0.9249303373741373,0.0006426183092677454,0.0007959978471558605,-1.26652610921273,-0.9398598616147952,-0.3585401640917852,0.014032835337931582,0.6916677228408696,1.172623229061068,-0.6856719215468196,1.38374212040401,-0.6693312123252718,1.3565663723524692,-0.6693312123252717,1.3576635546607259,1.4937063877193981,-0.7356662883075465
-0.8372114094398488,-1.2635854523648877,-0.027204673856604637,-0.05505898956581687,0.0006426183092677454,0.0007959978471558605,-0.7888633698868568,0.679514918274826,-0.027019848482518198,0.014032835337931582,0.6916677228408696,1.172623229061068,-0.6856719215468196,1.38374212040401,-0.6693312123252718,-0.7371552327851566,-0.6693312123252717,-0.7365595081101635,-0.6694756132942616,-0.7356662883075465
-0.27343330604577926,-1.0006115037679184,-0.7843530139361922,-0.8906380874304448,0.0006426183092677454,0.0007959978471558605,-0.5157305725796412,-0.6114551859728475,1.6899733677481588,0.014032835337931582,0.6916677228408696,1.172623229061068,-0.6856719215468196,1.38374212040401,-0.6693312123252718,1.3565663723524692,1.4940286387153192,-0.7365595081101635,-0.6694756132942616,1.3593119813884256
-0.3200625580259889,-0.45943142650368757,-0.7362010361679727,-0.8374981886627382,0.0006426183092677454,0.0007959978471558605,-1.26652610921273,-0.5774822884926443,0.31292391817256293,0.014032835337931582,0.6916677228408696,1.172623229061068,-0.6856719215468196,1.38374212040401,-0.6693312123252718,-0.7371552327851566,1.4940286387153192,-0.7365595081101635,-0.6694756132942616,-0.7356662883075465
0.8042328922128913,0.518207459694639,-0.1102253251811208,-0.1466795046825524,0.0006426183092677454,0.0007959978471558605,-0.9661091213309033,-0.59446873723275,1.6899733677481588,0.014032835337931582,0.6916677228408696,1.172623229061068,-0.6856719215468196,1.38374212040401,-0.6693312123252718,-0.7371552327851566,1.4940286387153192,-0.7365595081101635,1.4937063877193981,-0.7356662883075465
-0.07588976755035906,-0.3880380604932558,-0.29927520834009047,-0.3553125062483758,0.0006426183092677454,0.0007959978471558605,-1.1869398936218423,-1.4482400060506777,-0.21474777289121327,0.014032835337931582,0.6916677228408696,1.172623229061068,-0.6856719215468196,1.38374212040401,-0.6693312123252718,1.3565663723524692,-0.6693312123252717,1.3576635546607259,-0.6694756132942616,1.3593119813884256
1.3965823666936483,0.5946729630029394,-0.2674901589758474,-0.32023493760368305,0.0006426183092677454,0.0007959978471558605,-0.6201409315824793,-1.1946565927163124,1.6899733677481588,0.014032835337931582,0.6916677228408696,1.172623229061068,-0.6856719215468196,1.38374212040401,-0.6693312123252718,-0.7371552327851566,-0.6693312123252717,-0.7365595081101635,-0.6694756132942616,-0.7356662883075465
-0.6810899646451463,-0.5744940755480406,-0.41502971647255893,-0.4830576816111387,0.0006426183092677454,0.0007959978471558605,-1.26652610921273,-0.9625084599349337,-2.4048848428260055,0.014032835337931582,0.6916677228408696,1.172623229061068,-0.6856719215468196,1.38374212040401,-0.6693312123252718,-0.7371552327851566,-0.6693312123252717,-0.7365595081101635,-0.6694756132942616,-0.7356662883075465
0.8957905419824848,-0.10155059290627975,-0.6472503383202768,-0.7393333510376644,0.0006426183092677454,0.0007959978471558605,-1.26652610921273,-1.4482400060506777,-2.4048848428260055,0.014032835337931582,0.6916677228408696,1.172623229061068,-0.6856719215468196,1.38374212040401,1.4940286387153194,-0.7371552327851566,1.4940286387153192,-0.7365595081101635,-0.6694756132942616,-0.7356662883075465
